tiempo,referencia,hc,f_pid,y_hat
126,40,41.3984409235711,0.0,41.217678
151,40,39.2798697673279,0.0,39.798866
176,40,37.0023963253825,12.9575703616449,36.95292
201,40,34.5554730211991,53.6691022427915,34.13045
226,40,31.8790491302245,97.4149081677146,31.913134
251,40,34.0942811051142,100.0,34.061153
276,40,40.3090788465892,100.0,39.83847
301,40,45.3130307308437,0.0,45.496998
326,40,49.4309605452113,0.0,49.432636
351,40,47.7732665081884,0.0,48.192413
376,40,45.9744327616213,0.0,45.692272
401,39,44.1083447728779,0.0,43.92546
426,39,42.1108964210455,0.0,42.05958
451,39,40.0197365364397,0.0,39.926254
476,39,37.7842729990238,0.0,37.725986
501,39,35.4154715693929,21.7814260493309,35.332294
526,39,32.8294354585456,64.1266116017522,32.691185
551,39,30.9783321324508,100.0,30.798342
576,39,34.5796018199187,100.0,34.63669
601,39,40.8997547352916,79.1096032034783,40.58834
626,39,45.7938278826848,0.0,45.85985
651,39,48.5168691278635,0.0,48.695625
676,39,46.7695587927699,0.0,47.098816
701,39,44.9547599071318,0.0,44.704926
726,39,43.0043814404242,0.0,42.93368
751,39,40.9744390513094,0.0,40.872982
776,39,38.8139097587666,0.0,38.747868
801,27,36.5012759343334,3.34255606061116,36.442795
826,27,33.9791342156,0.0,33.881496
851,27,31.2727512386569,0.0,31.262575
876,27,28.2666624871938,0.0,28.312231
901,27,24.8473661455471,0.0,24.993824
926,27,20.879253337866,38.4431592885337,21.151142
951,27,15.9557251477809,100.0,16.72791
976,27,18.7747565276022,100.0,18.657524
1001,27,31.4799860238743,100.0,31.777039
1026,27,38.6993008223001,0.0,38.716053
1051,27,44.0438514106738,0.0,44.044117
1076,27,42.0715341679734,0.0,43.151066
1101,27,39.9770534937043,0.0,39.910183
1126,27,37.7520120678818,0.0,37.67975
1151,27,35.3753525658811,0.0,35.309536
1176,27,32.7513978174412,0.0,32.766357
1201,24,29.9284848187641,0.0,29.883272
1226,24,26.7472174717972,0.0,26.844791
1251,24,23.1189218987281,0.0,23.294188
1276,24,18.7349005159199,15.5558162564202,19.20856
1301,24,13.1452445619385,93.9222712103489,14.758982
1326,24,5.36420130228455,100.0,7.2295275
1351,24,27.0803590291236,100.0,27.095177
1376,24,35.8417603706781,0.0,35.886383
1401,24,41.842940498778,0.0,41.937355
1426,24,39.7702489780211,0.0,41.11453
1451,24,37.5070005276946,0.0,37.491417
1476,24,35.1051609912721,0.0,35.02608
1501,24,32.4792889937303,0.0,32.46975
1526,24,29.6102738022431,0.0,29.606646
1551,24,26.3909357678214,0.0,26.479967
1576,24,22.6656089343891,0.0,22.898489
1601,47,18.2329742397328,23.5317711083767,18.659302
1626,47,12.439438317055,100.0,14.176079
1651,47,10.3841407440705,100.0,9.807435
1676,47,28.8411653304921,100.0,29.320654
1701,47,36.9276178005855,100.0,37.04634
1726,47,42.6758854748955,100.0,42.851215
1751,47,47.2260006954705,77.2777479978501,47.515396
1776,47,51.0628419677027,0.0,51.232143
1801,47,53.1953980958318,0.0,53.635777
1826,47,51.6425564069971,0.0,51.547596
1851,47,50.0168737682113,0.0,49.459602
1876,47,48.3300729342777,0.0,47.8721
1901,47,46.5490707332886,0.0,46.22726
1926,47,44.7499980036835,8.00892200104389,44.485764
1951,47,42.7913433358081,40.1684078538344,42.33755
1976,47,40.7218372167817,75.1846531718039,40.38971
2001,38,40.9240481956601,100.0,40.7101
2026,38,43.9265221612028,0.0,44.26223
2051,38,48.2761161826211,0.0,47.88035
2076,38,46.5256272523899,0.0,47.10704
2101,38,44.7148928305608,0.0,44.467964
2126,38,42.731619303974,0.0,42.701656
2151,38,40.6885583440992,0.0,40.566525
2176,38,38.50478777381,0.0,38.446777
2201,38,36.1647928967468,0.0,36.108696
2226,38,33.6413055289519,32.6844201780405,33.598198
2251,38,30.8842108822881,77.7960742020847,30.592888
2276,38,30.542933248925,100.0,30.62245
2301,38,35.7687615518452,100.0,35.351746
2326,38,41.7601261813497,39.8123342650413,41.687267
2351,38,46.4838566335822,0.0,46.460415
2376,38,46.5240131340383,0.0,46.379772
2401,23,44.6785405143379,0.0,44.756775
