tiempo,referencia,hc,f_pid,y_hat
133351,20,11.0448569991927,50.9584934552116,11.003851
133361,20,15.3038850860225,38.4175634734631,15.291913
133371,20,18.2714486137773,20.1463329809634,18.27011
133381,20,19.2538101857566,7.41548544689559,19.309551
133391,20,17.9855911517814,3.20115430310407,17.999664
133401,20,15.8940312834909,8.6418139588579,15.845863
133411,20,13.4744907215773,17.6146057938241,13.490244
133421,20,10.6219196785032,27.9944348044333,10.60975
133431,20,8.15005574506745,40.2319645792214,8.118848
133441,20,9.00803083344518,50.8362608536606,9.064981
133451,20,12.470303982693,47.1555477245202,12.467413
133461,20,16.3144344364527,32.302395914247,16.309662
133471,20,18.6080982684273,15.8110762676179,18.630644
133481,20,18.8362473897198,5.97125842844686,18.79912
133491,20,17.0091441986538,4.99249869810219,17.012674
133501,20,14.7626747587644,12.830771387775,14.743598
133511,20,12.1633157173613,22.4681252849009,12.146906
133521,20,9.02828162341371,33.6193755725201,8.988893
133531,20,8.03996001660585,47.0686718355552,8.0797
133541,20,10.4330804857103,51.3085715287609,10.373567
133551,20,14.4958741336514,41.0420847163028,14.455599
133561,20,17.7479650388394,23.6126999666354,17.746943
133571,20,19.0882027836099,9.66122998337919,19.165407
133581,20,18.2722941349948,3.91161005831334,18.251707
133591,20,16.1796080716705,7.41185816087223,16.157286
133601,33,13.8010706247936,16.3894813725335,13.80048
133611,33,11.0493879025923,82.3634070196354,11.000409
133621,33,8.23192983982183,94.1681258978791,8.365262
133631,33,18.3736499572314,100.0,18.66776
133641,33,24.4812163776373,62.7470416834775,24.480137
133651,33,29.1309439676918,36.545581739936,29.23342
133661,33,30.7908200420276,16.598250378602,30.72695
133671,33,30.9052567531637,9.47738201970158,30.849138
133681,33,29.8526758179857,8.98644852892786,29.881544
133691,33,28.636253197406,13.5020207408412,28.617966
133701,33,27.335258935987,18.7204737831281,27.33566
133711,33,25.9705499113404,24.3017391646158,26.056112
133721,33,24.8899223919676,30.1563408803498,24.881765
133731,33,24.2074924185562,34.7922329384589,24.234472
133741,33,23.976895228247,37.7198575243937,23.994173
133751,33,24.1435776636795,38.7091194708205,24.089449
133761,33,24.5378962010121,37.994051822815,24.502577
133771,33,24.9928303935835,36.3024252976581,24.959875
133781,33,25.3697769440532,34.3507576115269,25.338125
133791,33,25.62961515607,32.7336569100116,25.571165
133801,33,25.7104069044271,31.6189509804597,25.684078
133811,33,25.6634180394586,31.2723543800077,25.654474
133821,33,25.5247941993358,31.4739366107226,25.55308
133831,33,25.4261239905212,32.0686328848493,25.385887
133841,33,25.2601240170664,32.4919280806641,25.31871
133851,33,25.196642878276,33.204067966785,25.16956
133861,33,25.1367981982526,33.4764020521959,25.162552
133871,33,25.1469290385832,33.7331357294963,25.135935
133881,33,25.195909728443,33.6896744244782,25.178164
133891,33,25.2377921535271,33.4795472649796,25.24399
133901,33,25.2902600850973,33.2998716613687,25.277348
133911,33,25.3190818184683,33.0747842349328,25.320112
133921,33,25.3220392611376,32.9511389987709,25.331425
133931,33,25.3239500120181,32.9384515697195,25.317333
133941,33,25.3154970578696,32.9302544484422,25.314264
133951,33,25.2903471940178,32.9665176217394,25.302807
133961,33,25.2725524925118,33.0744105376638,25.274519
133971,33,25.2649476534049,33.1507498071243,25.262432
133981,33,25.2738228891834,33.1833745668929,25.262938
133991,33,25.291952923575,33.145299805403,25.279097
134001,17,25.2789692700425,33.0675219578631,25.299515
134011,17,25.2733787918819,0.0,25.276154
134021,17,25.2904791439571,0.0,25.252798
134031,17,23.8081120085935,0.0,23.791763
134041,17,22.2206063387867,0.0,22.211672
134051,17,20.5217648355439,0.0,20.49526
134061,17,18.6719391396613,0.0,18.650562
134071,17,16.6110338379858,0.0,16.61735
134081,17,14.3014164078735,1.66866483504075,14.319611
134091,17,11.6381208993964,11.5769236102225,11.639043
134101,17,8.32786658995985,23.0024613415894,8.38707
134111,17,3.81272335437513,37.2034523290722,3.778934
134121,17,4.47070415792053,56.5734168097307,4.586916
134131,17,9.65534795133613,53.7506791625209,9.66287
134141,17,15.5810185405957,31.508557288768,15.572924
134151,17,18.8299169519104,6.08743046084442,18.781328
134161,17,18.9626572718318,0.0,19.00221
134171,17,16.9598289829593,0.0,16.945738
134181,17,14.7039947805823,0.172333663104688,14.708401
134191,17,12.0924199630393,9.84986239130195,12.074342
134201,17,8.90820595545928,21.0535183585613,8.9158745
134211,17,4.67286074540938,34.7137964510797,4.6604233
134221,17,3.90750396984263,52.8834274021938,3.9562669
134231,17,8.80971316803298,56.1668079693751,8.849551
134241,17,14.5997229418236,35.1363305091385,14.603232
134251,17,18.4240448520744,10.2971885795767,18.41359
134261,17,18.9945934450748,0.0,19.042986
134271,17,16.9911991332531,0.0,17.004099
134281,17,14.7772009360369,0.0377557183442579,14.743391
134291,17,12.1578928428602,9.53580798440148,12.169
134301,17,9.02628678186909,20.7726397041297,8.985404
134311,17,4.78119608813537,34.2072297057816,4.8323746
134321,17,3.82653062553159,52.4186687818993,3.8411984
134331,17,8.64438538754679,56.5141836164695,8.676613
134341,17,14.4419538801123,35.8455866874243,14.454705
134351,17,18.3668771246492,10.9740178543181,18.36559
134361,17,19.0195267579953,0.0,19.07467
134371,17,17.0438627793417,0.0,17.051542
134381,17,14.8009396338483,0.0,14.802022
134391,17,12.2048508207931,9.43396897079095,12.191367
134401,26,9.0494851313952,20.5711899787977,9.042021
134411,26,4.865237081986,72.7177087863146,4.856357
134421,26,3.76789547397104,90.6681329182801,3.4969954
134431,26,16.0899349569849,95.3757284166642,16.340366
134441,26,22.827951023479,42.5141790345347,22.733797
134451,26,27.5860125408093,13.6080901092751,27.590582
134461,26,28.2201770799695,0.0,28.029839
134471,26,26.8968336841277,0.0,26.961521
134481,26,25.5211759429223,0.0,25.554272
134491,26,24.0503848424836,2.05415520486345,24.064285
134501,26,22.4896535465596,8.36384902574545,22.56253
134511,26,20.8024088552988,15.0593862852594,20.843996
134521,26,18.9977670316504,22.2976660107683,18.983967
134531,26,17.0832761421915,30.0395794342199,17.141848
134541,26,16.0017718947261,38.2527453499984,15.90587
134551,26,16.1072134238179,42.8923985716248,16.043394
134561,26,17.3050119469483,42.4400544118212,17.301428
134571,26,18.8998034539674,37.3014987475918,18.891565
134581,26,20.2160429439227,30.4598431824797,20.212751
134591,26,20.8553881582448,24.8131757705717,20.820297
134601,26,20.7643133402387,22.0703848011297,20.763475
