tiempo,referencia,hc,f_pid,y_hat
37,40,38.3962207761384,0.0677498550000054,38.409718
55,40,41.4543518981883,3.50785843348942,41.534332
73,40,40.2160116577627,0.0,39.932804
91,40,38.5558410500399,0.0,38.561752
109,40,36.7853184314227,3.16536016542892,36.88186
127,40,34.9742497673457,6.96557729879225,34.98947
145,40,33.0083784849593,10.8557646108783,33.103657
163,40,31.2106510428981,15.0810711273412,31.002338
181,40,29.0690076109538,18.9490388990847,29.079762
199,40,26.7885974636291,23.5577514598687,26.83545
217,40,24.7862856376166,28.4677461407886,24.852245
235,40,23.4891842461934,32.7850824812016,23.442175
253,40,22.7064784875549,35.5931339551915,22.922073
271,40,22.9344631677592,37.3000038271949,22.779753
289,40,23.5206452394363,36.8402684548944,23.409508
307,40,24.1322060247905,35.6118135174334,24.253677
325,40,24.755680876292,34.3279283639422,24.753633
343,40,25.2027042592272,33.0174516769066,25.162098
361,40,25.256946233991,32.0844073482424,25.376158
379,40,25.2537457417449,31.9931219718998,25.231396
397,40,25.2378077405992,32.0249588122365,25.103735
415,29,25.132462952965,32.0841230301565,25.075035
433,29,24.9444042883305,8.74009180088094,24.983551
451,29,24.8105870298835,9.15002847077223,24.814693
469,29,21.9796623895692,9.44393585815744,21.94884
487,29,18.660718853903,15.5233652393205,18.728903
505,29,14.9590869551881,22.654390171169,14.787079
523,29,10.3690139426798,30.6119032683177,10.363736
541,29,8.69213761344676,40.4813923786633,8.387259
559,29,10.8711312386783,44.109849269052,10.873344
577,29,15.388125684347,39.4703054002408,15.51625
595,29,18.789939056472,29.8120589921893,18.836386
613,29,20.5042818877486,22.538225101697,20.489328
631,29,20.3020990334626,18.8782535298349,20.246569
649,29,18.6039364292532,19.3263257996169,18.55743
667,29,15.9682602567526,22.9836170903032,15.860364
685,29,13.0420849092696,28.6547513327932,13.200248
703,29,11.4005574766454,34.9534706139212,11.362338
721,29,11.9632873084949,38.5015764734809,11.938711
739,29,14.4461001497829,37.3243309199096,14.321055
757,29,16.9255259735505,32.0275541593038,17.042988
775,29,18.7331848811021,26.7338371628885,18.620142
793,29,18.8748918241551,22.8768605502965,19.09437
811,26,18.105931940107,22.5902890888962,18.086374
829,26,16.4359270220213,17.8218579484076,16.44266
847,26,14.6771612169731,21.4173894701813,14.650018
865,26,10.8951019612361,25.2061417488198,11.311127
883,26,8.68107735705234,33.3378374767062,8.54057
901,26,8.48901507130503,38.1125049289785,8.810271
919,26,11.872994072886,38.5538133230791,11.959459
937,26,15.3867383891157,31.3248384709602,15.227962
955,26,17.5610032260198,23.8117852352867,17.761219
973,26,17.8419446919304,19.1659639026441,17.937727
991,26,16.4525289153639,18.5776384310015,16.395046
1009,26,13.39672541,21.5717533858174,13.787059
1027,26,10.236874738802,28.1426234113462,9.697254
1045,26,7.83161837023151,34.9418505275665,8.349116
1063,26,9.55690969349683,40.1278250197176,9.633235
1081,26,13.0652676620904,36.457848736118,13.059327
1099,26,16.2446460160882,28.9602721998459,16.547628
1117,26,17.8818530827018,22.1624144801547,17.927036
1135,26,17.9270308762871,18.6671289408463,17.711466
1153,26,15.9354141590008,18.5839730908544,16.115677
1171,26,12.6064267121612,22.8696649445354,13.025899
1189,26,9.03957501410577,30.0273904135037,8.8568945
1207,32,7.73156529135076,37.7009733402675,7.758055
1225,32,10.2043980516703,53.4053817634181,10.397723
1243,32,14.1679447600809,48.1422613672422,14.1225605
1261,32,20.0691925837409,39.6773710682816,20.229074
1279,32,23.0452315616998,27.0493984216962,22.94293
1297,32,24.0580573951815,20.6860032155762,24.064165
1315,32,23.0358372520899,18.5286593895386,23.200567
1333,32,21.3892249751985,20.7347736588542,21.065968
1351,32,18.9970379635879,24.2819404916486,18.825144
1369,32,16.5282383037267,29.4311541622903,16.671453
1387,32,15.4488262364307,34.7487538497899,15.079219
1405,32,15.3808154527104,37.090298804101,15.497486
1423,32,16.7171936136514,37.2642163133018,16.776476
1441,32,18.7634758464968,34.4258347328694,18.351103
1459,32,19.8785298791699,30.0624453608734,20.091707
1477,32,20.5480278895302,27.6930744854008,20.475037
1495,32,20.3372650599389,26.2775325992685,20.370472
1513,32,19.7731229304154,26.7490162191026,19.657492
1531,32,18.6997469741289,27.978855427372,18.814137
1549,32,17.8665633964448,30.301956737987,17.851631
1567,32,17.5178284470026,32.1116634806945,17.374294
1585,32,17.4829293211669,32.8836391621673,17.586288
1603,20,18.0597110179513,32.9830276892612,17.951542
1621,20,18.6736593065566,6.03041996397442,18.622066
1639,20,19.0973856591112,4.71678734639388,19.038319
1657,20,15.343863338664,3.81014087603081,15.123916
1675,20,10.6950845517491,11.8629751015607,10.466378
1693,20,2.68359644206936,21.8424921637702,3.1205711
1711,20,0.181319787268948,39.0428948248195,0.0
1729,20,3.53018198164024,44.4396087737128,3.5480957
1747,20,12.3619151438099,37.2898682473307,12.111497
1765,20,16.8160686039044,18.3736971922362,16.853127
1783,20,18.8068091913612,8.83247540846303,18.517033
1801,20,15.8732669829488,4.5677297913669,16.142826
1819,20,11.1887163998124,10.8621988550031,11.20753
1837,20,4.33178995737106,20.917549716215,4.189073
1855,20,0.0,35.6405814874136,0.0
1873,20,2.6869458574069,44.9588097601447,2.8166847
1891,20,10.9371169518579,39.229186896007,10.847483
1909,20,16.4606427498145,21.5618947495164,16.288755
1927,20,18.7045480651962,9.72928262420638,18.659487
1945,20,16.7752896898867,4.922100686023,16.74822
1963,20,12.4618133798572,9.06255413754896,12.353595
1981,20,5.91284537061424,18.3204228368855,6.1614532
1999,20,0.107014060841043,32.3807273972089,0.0
