tiempo,referencia,hc,f_pid,predicted_hc,hc_dot,predicted_hc_dot,error,F_in,F_out,F_out_hat,F_in_hat,residual
61360,25,24.5086929357318,43.691233852744,59.8454848269149,-0.016171315843699574,0.0009348183913751029,-35.3367918911831,159.0133998203999,100.0521415478516,156.34428415900888,159.10730091021918,-56.292142611157274
61364,25,24.5588220427786,44.3865891068971,59.8542198560807,0.01253227676169999,0.002183757291449595,-35.295397813302095,162.7891788504512,100.15441061841894,156.3556937252974,162.81182042159259,-56.20128310687848
61368,25,24.4287865507399,43.8508037136101,59.8591170210277,-0.0325088730096752,0.0012242912367508296,-35.4303304702878,159.8798641649028,99.88890697574512,156.36208996572137,159.98214246929933,-56.47318298997625
61372,25,24.4601592183709,45.2470949595566,59.8740751938157,0.00784316690775011,0.0037395431969997617,-35.413915975444795,167.46172563039232,99.953027556969,156.38162537801676,167.44377203311248,-56.42859782104776
61376,25,24.539004423303,44.9127731466374,59.8867067150037,0.019711301233024336,0.0031578802969995934,-35.3477022917007,165.64635818624106,100.11399291094135,156.398120276983,165.74308250529037,-56.28412736604166
61380,25,24.5319510920776,44.0691902844418,59.8931717750434,-0.0017633328063499931,0.0016162650099253995,-35.3612206829658,161.06570324451894,100.09960382063284,156.40656201644165,161.1904044210999,-56.30695819580882
61384,25,24.4561710083695,44.146572449185,59.9001072743173,-0.01894502092702499,0.0017338748184752006,-35.4439362659478,161.48588839907455,99.94487859295029,156.41561752447222,161.54860761909475,-56.470738931521936
61388,25,24.5641052494924,44.9610755830438,59.9129321650971,0.02698356028072535,0.00320622269494919,-35.3488269156047,165.90864041592783,100.16518287775547,156.43236128286927,165.9276855775315,-56.267178405113796
61392,25,24.5182519164161,43.805527819326,59.9174423791086,-0.01146333326907456,0.0011275535028758554,-35.3991904626925,159.63401605894018,100.07165101852696,156.43824924498765,159.77797452429897,-56.36659822646068
61396,25,24.4637971262625,44.2989455244094,59.9254085744418,-0.013613697538400693,0.0019915488333008824,-35.461611448179305,162.31327419754302,99.96046018210838,156.44864835568305,162.34883891291366,-56.48818817357467
61400,25,24.4449720945711,44.8847864485936,59.9376415770604,-0.004706257922849844,0.0030582506546483756,-35.4926694824893,165.49439041586322,99.92199270777284,156.46461603207612,165.52828397406125,-56.54262332430328
61404,25,24.5649813561515,45.0887031811006,59.9513765763124,0.0300023153950999,0.003433749813000375,-35.3863952201609,166.60165827337624,100.16696911422487,156.48254231534264,166.6631684211242,-56.31557320111777
61408,25,24.5191400112375,43.8036929756868,59.9558124857574,-0.011460336228499735,0.0011089773612500409,-35.436672474519895,159.62405285797934,100.07346338897186,156.4883314196747,159.77673421020674,-56.414868030702834
61412,25,24.5245359854899,44.2969788100647,59.9636878675504,0.0013489935631003647,0.001968845448249823,-35.4391518820605,162.30259493865128,100.08447446288079,156.49860869586843,162.3380894628143,-56.414134232987635
61416,25,24.5105569472181,44.2409169432061,59.9711875812915,-0.003494759567950645,0.0018749284352761464,-35.460630634073404,161.99817900160912,100.05594621413185,156.50839510253687,162.07054625388707,-56.452448888405016
61420,25,24.5521305669438,44.392631775221,59.9797633376718,0.010393404931424932,0.0021439390950739323,-35.427632770727996,162.82199053944998,100.1407652881575,156.51958489169448,162.88138041509083,-56.37881960353698
61424,25,24.4932607048217,43.9485969673138,59.9851287176564,-0.014717465530524443,0.001341344996150795,-35.4918680128347,160.41088153251388,100.02063699380378,156.52658532168687,160.50743750239093,-56.50594832788309
61428,25,24.5136882668795,44.5816620191196,59.9950147457019,0.005106890514450235,0.002471507011374996,-35.481326478822396,163.84842476381942,100.06233727954869,156.53948320565948,163.8765627769172,-56.47714592611079
61432,25,24.4962818190794,44.3644837827571,60.0033705938697,-0.004351611950025536,0.002088962041948861,-35.5070887747903,162.66914694037104,100.02680531207747,156.5503838998154,162.753333684228,-56.523578587737916
