tiempo,referencia,hc,f_pid,hc_prev,hc_prev_prev,hc_prev_3,hc_prev_4,freq_prev,freq_prev_prev,freq_prev_3,freq_prev_4,y_hat_1
28000,39,33.3356968609422,43.6198113552432,32.86625172004,33.1748487342524,33.1164816024372,33.3404034145422,33.0567072417547,33.0567072417547,33.0567072417547,33.8267916922683,33.205352783203125
28010,39,33.6762511445994,43.6198113552432,33.3356968609422,32.86625172004,33.1748487342524,33.1164816024372,43.6198113552432,33.0567072417547,33.0567072417547,33.0567072417547,33.6577262878418
28020,39,34.0063200302063,43.6198113552432,33.6762511445994,33.3356968609422,32.86625172004,33.1748487342524,43.6198113552432,43.6198113552432,33.0567072417547,33.0567072417547,33.97962951660156
28030,39,35.8896393717543,78.1900943223784,34.0063200302063,33.6762511445994,33.3356968609422,32.86625172004,43.6198113552432,43.6198113552432,43.6198113552432,33.0567072417547,36.25918197631836
28040,39,37.6006903232021,78.1900943223784,35.8896393717543,34.0063200302063,33.6762511445994,33.3356968609422,78.1900943223784,43.6198113552432,43.6198113552432,43.6198113552432,37.56360626220703
28050,39,39.3699986398188,78.1900943223784,37.6006903232021,35.8896393717543,34.0063200302063,33.6762511445994,78.1900943223784,78.1900943223784,43.6198113552432,43.6198113552432,39.20551300048828
28060,39,38.4237715276358,0.01,39.3699986398188,37.6006903232021,35.8896393717543,34.0063200302063,78.1900943223784,78.1900943223784,78.1900943223784,43.6198113552432,38.48817443847656
28070,39,37.422787475919,0.01,38.4237715276358,39.3699986398188,37.6006903232021,35.8896393717543,0.01,78.1900943223784,78.1900943223784,78.1900943223784,37.47148132324219
28080,39,36.4582896069279,0.01,37.422787475919,38.4237715276358,39.3699986398188,37.6006903232021,0.01,0.01,78.1900943223784,78.1900943223784,36.441993713378906
28090,39,37.7621287670794,67.0183751067586,36.4582896069279,37.422787475919,38.4237715276358,39.3699986398188,0.01,0.01,0.01,78.1900943223784,37.628273010253906
28100,39,38.9801087348604,67.0183751067586,37.7621287670794,36.4582896069279,37.422787475919,38.4237715276358,67.0183751067586,0.01,0.01,0.01,38.82454299926758
28110,39,40.018174144349,67.0183751067586,38.9801087348604,37.7621287670794,36.4582896069279,37.422787475919,67.0183751067586,67.0183751067586,0.01,0.01,39.987491607666016
28120,39,39.1481949864526,0.01,40.018174144349,38.9801087348604,37.7621287670794,36.4582896069279,67.0183751067586,67.0183751067586,67.0183751067586,0.01,39.134944915771484
28130,39,38.2082546342949,0.01,39.1481949864526,40.018174144349,38.9801087348604,37.7621287670794,0.01,67.0183751067586,67.0183751067586,67.0183751067586,38.227020263671875
28140,39,37.3277286239502,0.01,38.2082546342949,39.1481949864526,40.018174144349,38.9801087348604,0.01,0.01,67.0183751067586,67.0183751067586,37.25456619262695
28150,39,37.7315549515589,45.5802793305567,37.3277286239502,38.2082546342949,39.1481949864526,40.018174144349,0.01,0.01,0.01,67.0183751067586,37.59056091308594
28160,39,38.0303907350501,45.5802793305567,37.7315549515589,37.3277286239502,38.2082546342949,39.1481949864526,45.5802793305567,0.01,0.01,0.01,38.02083969116211
28170,39,38.2641162959996,45.5802793305567,38.0303907350501,37.7315549515589,37.3277286239502,38.2082546342949,45.5802793305567,45.5802793305567,0.01,0.01,38.3053092956543
28180,39,37.4920872675279,0.01,38.2641162959996,38.0303907350501,37.7315549515589,37.3277286239502,45.5802793305567,45.5802793305567,45.5802793305567,0.01,37.36831283569336
28190,39,36.4887398279793,0.01,37.4920872675279,38.2641162959996,38.0303907350501,37.7315549515589,0.01,45.5802793305567,45.5802793305567,45.5802793305567,36.573631286621094
28200,39,35.4712939724813,0.01,36.4887398279793,37.4920872675279,38.2641162959996,38.0303907350501,0.01,0.01,45.5802793305567,45.5802793305567,35.48813247680664
28210,39,37.0334909581178,75.6756314770532,35.4712939724813,36.4887398279793,37.4920872675279,38.2641162959996,0.01,0.01,0.01,45.5802793305567,37.12181854248047
28220,39,38.7858700492343,75.6756314770532,37.0334909581178,35.4712939724813,36.4887398279793,37.4920872675279,75.6756314770532,0.01,0.01,0.01,38.550899505615234
28230,39,40.099069577771,75.6756314770532,38.7858700492343,37.0334909581178,35.4712939724813,36.4887398279793,75.6756314770532,75.6756314770532,0.01,0.01,40.18172836303711
28240,39,39.2873405052423,0.01,40.099069577771,38.7858700492343,37.0334909581178,35.4712939724813,75.6756314770532,75.6756314770532,75.6756314770532,0.01,39.17451095581055
28250,39,38.4527403924429,0.01,39.2873405052423,40.099069577771,38.7858700492343,37.0334909581178,0.01,75.6756314770532,75.6756314770532,75.6756314770532,38.38397979736328
28260,39,37.4729581839012,0.01,38.4527403924429,39.2873405052423,40.099069577771,38.7858700492343,0.01,0.01,75.6756314770532,75.6756314770532,37.531150817871094
28270,39,37.7051868737138,44.6430764476697,37.4729581839012,38.4527403924429,39.2873405052423,40.099069577771,0.01,0.01,0.01,75.6756314770532,37.70536422729492
28280,39,37.9877300354586,44.6430764476697,37.7051868737138,37.4729581839012,38.4527403924429,39.2873405052423,44.6430764476697,0.01,0.01,0.01,37.95095443725586
28290,39,38.336620544066,44.6430764476697,37.9877300354586,37.7051868737138,37.4729581839012,38.4527403924429,44.6430764476697,44.6430764476697,0.01,0.01,38.23271560668945
28300,39,37.4970908164625,0.01,38.336620544066,37.9877300354586,37.7051868737138,37.4729581839012,44.6430764476697,44.6430764476697,44.6430764476697,0.01,37.456886291503906
28310,39,36.4851044361305,0.01,37.4970908164625,38.336620544066,37.9877300354586,37.7051868737138,0.01,44.6430764476697,44.6430764476697,44.6430764476697,36.56039047241211
28320,39,35.4602643217404,0.01,36.4851044361305,37.4970908164625,38.336620544066,37.9877300354586,0.01,0.01,44.6430764476697,44.6430764476697,35.48169708251953
28330,39,37.2323017213479,76.461943696966,35.4602643217404,36.4851044361305,37.4970908164625,38.336620544066,0.01,0.01,0.01,44.6430764476697,37.16228485107422
28340,39,38.6829068224041,76.461943696966,37.2323017213479,35.4602643217404,36.4851044361305,37.4970908164625,76.461943696966,0.01,0.01,0.01,38.76960372924805
28350,39,40.2355936664028,76.461943696966,38.6829068224041,37.2323017213479,35.4602643217404,36.4851044361305,76.461943696966,76.461943696966,0.01,0.01,40.13731384277344
28360,39,39.4850653186253,0.01,40.2355936664028,38.6829068224041,37.2323017213479,35.4602643217404,76.461943696966,76.461943696966,76.461943696966,0.01,39.34710693359375
28370,39,38.5314567403082,0.01,39.4850653186253,40.2355936664028,38.6829068224041,37.2323017213479,0.01,76.461943696966,76.461943696966,76.461943696966,38.60115432739258
28380,39,37.5580937379946,0.01,38.5314567403082,39.4850653186253,40.2355936664028,38.6829068224041,0.01,0.01,76.461943696966,76.461943696966,37.57871627807617
28390,39,37.7265601043295,43.0261850194948,37.5580937379946,38.5314567403082,39.4850653186253,40.2355936664028,0.01,0.01,0.01,76.461943696966,37.710391998291016
28400,11,37.9236160864586,43.0261850194948,37.7265601043295,37.5580937379946,38.5314567403082,39.4850653186253,43.0261850194948,0.01,0.01,0.01,37.898258209228516
28410,11,38.2835484669921,43.0261850194948,37.9236160864586,37.7265601043295,37.5580937379946,38.5314567403082,43.0261850194948,43.0261850194948,0.01,0.01,38.09696960449219
