tiempo,referencia,hc,f_pid,hc_prev,hc_prev_prev,hc_prev_3,hc_prev_4,freq_prev,freq_prev_prev,freq_prev_3,freq_prev_4,y_hat_1
330,40,37.929910229908,0.01,38.972956291948,39.8824869671098,40.6390538215419,39.6098527093048,0.01,0.01,65.8500896710993,65.8500896710993,38.038536071777344
340,40,38.8675819437532,61.0549175060042,37.929910229908,38.972956291948,39.8824869671098,40.6390538215419,0.01,0.01,0.01,65.8500896710993,38.8239860534668
350,40,39.8188840227538,61.0549175060042,38.8675819437532,37.929910229908,38.972956291948,39.8824869671098,61.0549175060042,0.01,0.01,0.01,39.662723541259766
360,40,40.6140506238499,61.0549175060042,39.8188840227538,38.8675819437532,37.929910229908,38.972956291948,61.0549175060042,61.0549175060042,0.01,0.01,40.57613754272461
370,40,39.8913477680511,0.01,40.6140506238499,39.8188840227538,38.8675819437532,37.929910229908,61.0549175060042,61.0549175060042,61.0549175060042,0.01,39.76094055175781
380,40,38.9107727981271,0.01,39.8913477680511,40.6140506238499,39.8188840227538,38.8675819437532,0.01,61.0549175060042,61.0549175060042,61.0549175060042,39.02083206176758
390,40,37.8923688752176,0.01,38.9107727981271,39.8913477680511,40.6140506238499,39.8188840227538,0.01,0.01,61.0549175060042,61.0549175060042,37.956233978271484
400,15,38.9556366597109,60.6654969213497,37.8923688752176,38.9107727981271,39.8913477680511,40.6140506238499,0.01,0.01,0.01,61.0549175060042,38.76707077026367
410,15,39.7381804585599,60.6654969213497,38.9556366597109,37.8923688752176,38.9107727981271,39.8913477680511,60.6654969213497,0.01,0.01,0.01,39.71748352050781
420,15,40.6555220180744,60.6654969213497,39.7381804585599,38.9556366597109,37.8923688752176,38.9107727981271,60.6654969213497,60.6654969213497,0.01,0.01,40.502769470214844
430,15,39.7363059033913,0.01,40.6555220180744,39.7381804585599,38.9556366597109,37.8923688752176,60.6654969213497,60.6654969213497,60.6654969213497,0.01,39.81647872924805
440,15,38.9155158836341,0.01,39.7363059033913,40.6555220180744,39.7381804585599,38.9556366597109,0.01,60.6654969213497,60.6654969213497,60.6654969213497,38.81025314331055
450,15,37.9403871477303,0.01,38.9155158836341,39.7363059033913,40.6555220180744,39.7381804585599,0.01,0.01,60.6654969213497,60.6654969213497,38.00433349609375
460,15,37.0203290653858,15.1663742303374,37.9403871477303,38.9155158836341,39.7363059033913,40.6555220180744,0.01,0.01,0.01,60.6654969213497,36.96761703491211
470,15,36.1424280199237,15.1663742303374,37.0203290653858,37.9403871477303,38.9155158836341,39.7363059033913,15.1663742303374,0.01,0.01,0.01,36.101932525634766
480,15,35.2717843189289,15.1663742303374,36.1424280199237,37.0203290653858,37.9403871477303,38.9155158836341,15.1663742303374,15.1663742303374,0.01,0.01,35.21729278564453
490,15,34.1278069023625,0.01,35.2717843189289,36.1424280199237,37.0203290653858,37.9403871477303,15.1663742303374,15.1663742303374,15.1663742303374,0.01,34.21604919433594
500,15,33.2272027584873,0.01,34.1278069023625,35.2717843189289,36.1424280199237,37.0203290653858,0.01,15.1663742303374,15.1663742303374,15.1663742303374,33.02281951904297
510,15,32.0558242646769,0.01,33.2272027584873,34.1278069023625,35.2717843189289,36.1424280199237,0.01,0.01,15.1663742303374,15.1663742303374,32.18721008300781
520,15,30.8192793936819,3.79159355758436,32.0558242646769,33.2272027584873,34.1278069023625,35.2717843189289,0.01,0.01,0.01,15.1663742303374,30.871253967285156
530,15,29.7696337733015,3.79159355758436,30.8192793936819,32.0558242646769,33.2272027584873,34.1278069023625,3.79159355758436,0.01,0.01,0.01,29.625444412231445
