tiempo,referencia,hc,f_pid,hc_prev,hc_prev_prev,hc_prev_3,hc_prev_4,freq_prev,freq_prev_prev,freq_prev_3,freq_prev_4,y_hat_1,error
190,25,31.6286484487868,0.01,33.1844042451824,29.6208248050649,25.1606919358471,18.8094553808082,97.7677091178925,97.7677091178925,97.7677091178925,4.46458176421503,33.08113,-1.452482532658511
200,25,30.7811937611383,0.01,31.6286484487868,33.1844042451824,29.6208248050649,25.1606919358471,0.01,97.7677091178925,97.7677091178925,97.7677091178925,30.399687,0.38150694778380867
210,25,29.4978688081729,0.01,30.7811937611383,31.6286484487868,33.1844042451824,29.6208248050649,0.01,0.01,97.7677091178925,97.7677091178925,29.30833,0.18953827228422782
220,25,28.6924592479635,24.4419272794731,29.4978688081729,30.7811937611383,31.6286484487868,33.1844042451824,0.01,0.01,0.01,97.7677091178925,28.827002,-0.13454232369177177
230,25,28.3894071294755,24.4419272794731,28.6924592479635,29.4978688081729,30.7811937611383,31.6286484487868,24.4419272794731,0.01,0.01,0.01,27.662245,0.7271623327225711
240,25,27.8412378027534,24.4419272794731,28.3894071294755,28.6924592479635,29.4978688081729,30.7811937611383,24.4419272794731,24.4419272794731,0.01,0.01,27.163912,0.6773259832953933
250,25,26.5224130307731,0.01,27.8412378027534,28.3894071294755,28.6924592479635,29.4978688081729,24.4419272794731,24.4419272794731,24.4419272794731,0.01,26.111574,0.4108388577994688
260,25,24.9365463723342,0.01,26.5224130307731,27.8412378027534,28.3894071294755,28.6924592479635,0.01,24.4419272794731,24.4419272794731,24.4419272794731,25.538227,-0.6016807089646292
270,25,23.6083721815907,0.01,24.9365463723342,26.5224130307731,27.8412378027534,28.3894071294755,0.01,0.01,24.4419272794731,24.4419272794731,24.173489,-0.5651164353526603
280,25,23.7535776842091,35.9908859673119,23.6083721815907,24.9365463723342,26.5224130307731,27.8412378027534,0.01,0.01,0.01,24.4419272794731,24.164356,-0.41077854748035136
290,25,23.9430604167238,35.9908859673119,23.7535776842091,23.6083721815907,24.9365463723342,26.5224130307731,35.9908859673119,0.01,0.01,0.01,23.188633,0.7544274516359089
300,25,24.2462110471537,35.9908859673119,23.9430604167238,23.7535776842091,23.6083721815907,24.9365463723342,35.9908859673119,35.9908859673119,0.01,0.01,23.325857,0.9203538846781143
310,25,22.9236875864258,0.01,24.2462110471537,23.9430604167238,23.7535776842091,23.6083721815907,35.9908859673119,35.9908859673119,35.9908859673119,0.01,22.546827,0.37686027014161994
320,25,21.1924760239652,0.01,22.9236875864258,24.2462110471537,23.9430604167238,23.7535776842091,0.01,35.9908859673119,35.9908859673119,35.9908859673119,22.184685,-0.9922087294527699
330,25,19.0512945175424,0.01,21.1924760239652,22.9236875864258,24.2462110471537,23.9430604167238,0.01,0.01,35.9908859673119,35.9908859673119,20.744844,-1.6935499191031091
340,25,25.3331993402063,99.99,19.0512945175424,21.1924760239652,22.9236875864258,24.2462110471537,0.01,0.01,0.01,35.9908859673119,25.94021,-0.6070110022009274
350,25,29.8899403100922,99.99,25.3331993402063,19.0512945175424,21.1924760239652,22.9236875864258,99.99,0.01,0.01,0.01,31.757513,-1.8675727361724483
360,25,33.2822016187627,99.99,29.8899403100922,25.3331993402063,19.0512945175424,21.1924760239652,99.99,99.99,0.01,0.01,34.795803,-1.5136014513056608
370,25,32.4940372436065,0.01,33.2822016187627,29.8899403100922,25.3331993402063,19.0512945175424,99.99,99.99,99.99,0.01,33.480312,-0.9862751038056103
