tiempo,referencia,hc,f_pid
0,40,1e-06,0
1,40,-0.337009408421462,0.01
2,40,0.115476553967423,0.01
3,40,0.0138624160011376,0.01
4,40,0.439229888652761,0.01
5,40,-0.218489272820954,0.01
6,40,0.128671419827154,0.01
7,40,0.134111884167657,0.01
8,40,0.108316462826201,0.01
9,40,0.196377331220423,0.01
10,40,-0.240445473214253,0.01
11,40,0.315893640527592,0.01
12,40,-0.138100239816723,0.01
13,40,0.0185724068566616,0.01
14,40,-0.0862911539209362,0.01
15,40,-0.269961921842295,0.01
16,40,0.64785851757469,0.01
17,40,0.0657526284781716,0.01
18,40,-0.154461385009126,0.01
19,40,-0.284090515687919,0.01
20,40,0.166729019835863,0.01
21,40,0.52255931168894,0.01
22,40,0.0165879923151225,0.01
23,40,-0.103135373675463,0.01
24,40,-0.14000775421182,0.01
25,40,0.271242695522381,0.01
26,40,-0.250889541373581,0.01
27,40,0.483881280391681,0.01
28,40,0.0584718061281885,0.01
29,40,-0.334442877512499,0.01
30,40,0.0216009737892651,0.01
31,40,6.39089753849872,99.99
32,40,9.43194424089539,99.99
33,40,10.9907793024832,99.99
34,40,12.7426891762697,99.99
35,40,14.317790007945,99.99
36,40,15.3323073777953,99.99
37,40,16.0315720286957,99.99
38,40,17.6488710306404,99.99
39,40,18.5003104145645,99.99
40,40,19.2297697669232,99.99
41,40,19.8953243977061,99.99
42,40,20.8168545945287,99.99
43,40,21.5344514955382,99.99
44,40,22.1326079998644,99.99
45,40,22.5388985150815,99.99
46,40,23.4587829345692,99.99
47,40,23.8892449043409,99.99
48,40,24.5653635157778,99.99
49,40,24.8954273041165,99.99
50,40,25.6664283341515,99.99
51,40,25.9154872071042,99.99
52,40,26.6081840086094,99.99
53,40,26.9687242684734,99.99
54,40,27.2629825405698,99.99
55,40,27.9186482591324,99.99
56,40,28.4307652503494,99.99
57,40,28.960693088856,99.99
58,40,29.1035810681022,99.99
59,40,29.5353039903745,99.99
60,40,29.8086622900861,99.99
61,40,29.9391363565391,50
62,40,30.1109732089881,50
63,40,30.167159348922,50
64,40,30.1703490023308,50
65,40,30.5899457132185,50
66,40,30.5824601622119,50
67,40,30.5940404836992,50
68,40,30.619410014105,50
69,40,30.547049314055,50
70,40,30.8275712242664,50
71,40,30.874756737642,50
72,40,30.968022516238,50
73,40,30.9995793299398,50
74,40,31.2575106213488,50
75,40,31.4428869352243,50
76,40,31.0725462131198,50
77,40,31.3587546502102,50
78,40,31.135141811623,50
79,40,31.4916598890367,50
80,40,31.303925096121,50
81,40,31.5540412352651,50
82,40,31.6308128206078,50
83,40,31.5958326054212,50
84,40,31.8306508207314,50
85,40,31.953000893137,50
86,40,32.0495155944375,50
87,40,31.9359949099015,50
88,40,32.2028998407811,50
89,40,32.00547476704,50
90,40,32.3266085726667,50
91,40,32.5603141232788,75
92,40,32.7769025756548,75
93,40,33.006705477941,75
94,40,33.2763459067108,75
95,40,33.2323067099323,75
96,40,33.4341703622351,75
97,40,33.5415853011303,75
98,40,33.9332601096982,75
99,40,34.1707127287065,75
100,40,34.2327732757494,75
101,40,34.3138622920947,75
102,40,34.6961105675834,75
103,40,34.8929146097753,75
104,40,34.8338372774572,75
105,40,35.1387224228485,75
106,40,35.457454089754,75
107,40,35.6663662179505,75
108,40,36.0245264672237,75
109,40,35.7470867293904,75
110,40,36.1784933970695,75
111,40,36.1763096997654,75
112,40,36.4763340361745,75
113,40,36.6570246236535,75
114,40,36.6709549245932,75
115,40,36.7682093250941,75
116,40,36.8472662295912,75
117,40,37.1028480870166,75
118,40,37.3436955589141,75
119,40,37.4321947442523,75
120,40,37.6863886518579,75
121,40,37.5918922452989,12.2902545656303
122,40,37.5596905516487,12.2902545656303
123,40,37.3157475054276,12.2902545656303
124,40,37.2892208835549,12.2902545656303
125,40,37.1455052444489,12.2902545656303
126,40,37.2251191819188,12.2902545656303
127,40,36.86907294166,12.2902545656303
128,40,36.801271287829,12.2902545656303
129,40,36.7363868615906,12.2902545656303
130,40,36.6282038077872,12.2902545656303
131,40,36.7296010785065,12.2902545656303
132,40,36.2943388345397,12.2902545656303
133,40,36.2336562351417,12.2902545656303
134,40,36.3670735268636,12.2902545656303
135,40,36.1554183229438,12.2902545656303
136,40,36.1532224400304,12.2902545656303
137,40,35.9485328156551,12.2902545656303
138,40,35.6346792685668,12.2902545656303
139,40,35.7522181889414,12.2902545656303
140,40,35.7366336832277,12.2902545656303
141,40,35.5994054200829,12.2902545656303
142,40,35.6015506749387,12.2902545656303
143,40,35.3008183006053,12.2902545656303
144,40,35.3820641860714,12.2902545656303
145,40,35.2381909103623,12.2902545656303
146,40,35.1000572098428,12.2902545656303
147,40,35.2400073822872,12.2902545656303
148,40,34.7160287200662,12.2902545656303
149,40,34.9691247323012,12.2902545656303
150,40,34.4817625009552,12.2902545656303
151,40,35.033338877325,93.8548727171849
152,40,35.1904575920995,93.8548727171849
153,40,35.5522347063011,93.8548727171849
154,40,35.6219375547436,93.8548727171849
155,40,36.0250254630982,93.8548727171849
156,40,36.094182435613,93.8548727171849
157,40,36.590890119051,93.8548727171849
158,40,36.7041504615328,93.8548727171849
159,40,36.9045858128725,93.8548727171849
160,40,37.1630501612261,93.8548727171849
161,40,37.4040864396803,93.8548727171849
162,40,37.7701064874419,93.8548727171849
163,40,37.6105702115185,93.8548727171849
164,40,38.2754116343316,93.8548727171849
165,40,38.5591372122937,93.8548727171849
166,40,38.5445676851214,93.8548727171849
167,40,38.890488990661,93.8548727171849
168,40,38.9330651321434,93.8548727171849
169,40,39.4642179514276,93.8548727171849
170,40,39.5083458550738,93.8548727171849
171,40,39.7755374258888,93.8548727171849
172,40,39.7156972967441,93.8548727171849
173,40,40.0497858312146,93.8548727171849
174,40,40.256476247504,93.8548727171849
175,40,40.4392605737716,93.8548727171849
176,40,40.6262688935319,93.8548727171849
177,40,40.8885478277568,93.8548727171849
178,40,41.1864034389762,93.8548727171849
179,40,41.2351274929478,93.8548727171849
180,40,41.6399838087638,93.8548727171849
181,40,41.3381732371959,0.01
182,40,41.319007792433,0.01
183,40,41.0399669321891,0.01
184,40,41.0548819742212,0.01
185,40,41.1269593302541,0.01
186,40,40.8483962961789,0.01
187,40,40.9781058136176,0.01
188,40,40.9205635726444,0.01
189,40,40.6037111953206,0.01
190,40,40.3656961766128,0.01
191,40,40.5287695821226,0.01
192,40,40.1211663670411,0.01
193,40,40.4990437936953,0.01
194,40,40.2959435112106,0.01
195,40,40.1976131247529,0.01
196,40,39.9436528116689,0.01
197,40,40.0968802724955,0.01
198,40,39.9430595030386,0.01
199,40,39.8473050314049,0.01
200,40,39.7810049786985,0.01
201,40,39.5489560373794,0.01
202,40,39.5969625253332,0.01
203,40,39.6241299795723,0.01
204,40,39.3608959557481,0.01
205,40,39.30340957457,0.01
206,40,39.3031698568196,0.01
207,40,39.0285190101906,0.01
208,40,39.14305926376,0.01
209,40,38.7631230942887,0.01
210,40,38.8121390132965,0.01
211,40,38.761538122979,49.1241071270719
212,40,39.117954618234,49.1241071270719
213,40,38.9062807717805,49.1241071270719
214,40,39.1711563518792,49.1241071270719
215,40,39.051517094531,49.1241071270719
216,40,39.1928164143144,49.1241071270719
217,40,39.1942708961678,49.1241071270719
218,40,39.149621739087,49.1241071270719
219,40,39.3431154749157,49.1241071270719
220,40,39.0708629492986,49.1241071270719
221,40,39.53402592385,49.1241071270719
222,40,39.3150353482329,49.1241071270719
223,40,39.5301518723051,49.1241071270719
224,40,39.4872416120234,49.1241071270719
225,40,39.5713096341645,49.1241071270719
226,40,39.44152619529,49.1241071270719
227,40,39.3745660104843,49.1241071270719
228,40,39.5802480880917,49.1241071270719
229,40,39.884241108677,49.1241071270719
230,40,39.7895700552735,49.1241071270719
231,40,39.8105372588005,49.1241071270719
232,40,39.8850365161529,49.1241071270719
233,40,39.8166064071367,49.1241071270719
234,40,39.8129142386415,49.1241071270719
235,40,40.1442189979273,49.1241071270719
236,40,40.0619892809272,49.1241071270719
237,40,39.9535353239053,49.1241071270719
238,40,39.9033551132968,49.1241071270719
239,40,40.1397517062647,49.1241071270719
240,40,40.2764849113659,49.1241071270719
241,40,40.0343327616376,0.01
242,40,39.8774385387571,0.01
243,40,39.9170748073281,0.01
244,40,39.5775214535514,0.01
245,40,39.6568832261705,0.01
246,40,39.5249899040248,0.01
247,40,39.5549834344655,0.01
248,40,39.3004400469348,0.01
249,40,39.3425985876232,0.01
250,40,39.4257295948216,0.01
