tiempo,referencia,hc,f_pid,hc_dot,y_hat
20,40,29.1324168725338,32.832529801221,4.132415872533798,24.858414
30,40,28.774452378341,23.2791973212094,-0.3579644941927995,27.892103
40,40,27.640518678883,23.4321455479985,-1.133933699457998,28.232204
50,40,27.7163427258761,27.0111739975595,0.0758240469930982,27.156458
60,40,27.4506922058093,27.9205668052126,-0.26565052006679934,27.352291
70,40,26.241016134658,27.5170405143252,-1.2096760711513,27.26498
80,40,25.7184818147881,31.074543629368,-0.5225343198699015,26.26396
90,40,25.9037521600108,32.5051842234409,0.18527034522270114,25.78159
100,40,25.2997906781627,31.9449974861197,-0.6039614818480992,25.807077
110,40,25.4166635604665,33.147849252823,0.11687288230379878,25.457642
120,40,25.5992667700076,32.5933977835253,0.18260320954109943,25.411411
130,40,25.823360565376,32.6539554544434,0.22409379536840035,25.52104
140,40,26.7271356932996,32.4936114443368,0.9037751279236019,25.727262
150,40,25.3735165589459,30.4951051128402,-1.3536191343536998,26.393576
160,40,25.1101830602086,33.4099780174154,-0.2633334987373033,25.666613
170,40,25.0354222260122,34.1258909774782,-0.07476083419639679,25.269596
180,40,25.764771272203,35.1605576929131,0.7293490461907979,25.187513
190,40,25.4461332397174,32.6154446571941,-0.3186380324855982,25.685884
200,40,24.4893945886329,34.2713750683905,-0.9567386510844997,25.550632
210,40,25.6126057511016,36.3851075236183,1.1232111624686993,24.978195
220,40,26.0716414472873,34.7689668915407,0.4590356961856976,25.500864
230,40,25.6857526801814,32.9720016711305,-0.38588876710590014,26.049793
240,40,25.0111131909134,34.805343314998,-0.6746394892679994,25.833046
250,40,26.7973508969161,36.4820847606661,1.7862377060027015,25.423372
260,40,25.7906210175003,31.7043824930444,-1.0067298794158006,26.41488
270,40,25.6707377094372,34.0812318637307,-0.11988330806309833,26.06285
280,40,25.494819840264,34.0342808191292,-0.17591786917320107,25.812223
290,40,26.0629058247507,34.9473937769962,0.5680859844867001,25.658592
300,40,26.0793030958607,34.193443394121,0.016397271109998002,26.017147
310,40,25.9991317923343,32.9055972489561,-0.08017130352639867,26.167118
320,40,25.8995918903304,34.3177936288436,-0.09953990200390095,26.0229
330,40,26.0006336033394,34.9900781659606,0.10104171300899978,26.044205
340,40,26.3490973594252,34.621529860624,0.3484637560858026,26.123968
350,40,26.3649640479738,34.0713482379115,0.015866688548598518,26.344418
360,40,26.8716943013835,34.1685182402328,0.5067302534096996,26.433113
370,40,26.3651346080991,33.5354956817787,-0.5065596932843981,26.75732
380,40,26.3086477019177,34.3275605461519,-0.05648690618140151,26.574255
390,40,25.4194186913181,34.336629008093,-0.8892290105995997,26.424198
400,35,25.9159316568851,37.077944024206,0.49651296556699975,25.859283
410,35,27.3438775575407,25.0301539971797,1.427945900655601,26.068424
420,35,26.2321642199482,22.0059114188485,-1.1117133375925015,26.462164
430,35,25.3327213897123,24.8722338988496,-0.8994428302358983,25.564737
440,35,24.4242235999223,26.0136368002259,-0.9084977897900011,25.061182
450,35,24.3959400412803,27.4573636968805,-0.028283558641998496,24.283281
460,35,24.2095700247174,28.9208089187323,-0.18637001656290053,24.126175
470,35,23.8549467654104,28.3880091392687,-0.3546232593070009,24.055164
480,35,22.9130038573323,30.6314732918562,-0.9419429080781008,23.7254
490,35,22.055864371367,33.233691829319,-0.8571394859652983,23.17188
500,35,23.5436811060692,34.82274683786,1.4878167347022,22.520966
510,35,23.8793080556094,31.6507978730838,0.3356269495401989,23.24263
520,35,23.2621125387168,30.3133855032931,-0.6171955168926004,23.735806
530,35,22.73421459572,31.8351971029644,-0.5278979429967983,23.369825
540,35,23.2720903352928,32.704630882455,0.5378757395727973,22.944736
550,35,22.8102935365238,31.9447261468698,-0.46179679876899726,23.15874
560,35,23.1043436144775,32.8396317280223,0.294050077953699,23.003538
570,35,22.7762312967676,33.099462710249,-0.32811231770989835,23.094711
580,35,23.2325873449515,33.410596161368,0.4563560481838991,23.020006
590,35,23.0928849315284,33.0589425221834,-0.13970241342310175,23.208101
600,35,23.8444118055485,32.9451863320571,0.7515268740201009,23.25389
610,35,23.2085067908153,31.5527905247617,-0.6359050147332006,23.651976
620,35,22.8715709923352,32.7926071219626,-0.33693579848009847,23.421654
630,35,23.4763138193523,34.1902680783739,0.6047428270170983,23.088917
640,35,23.8490946875305,32.081205584031,0.3727808681782001,23.45248
650,35,23.7412767142534,32.4138494440166,-0.10781797327710052,23.727345
