tiempo,referencia,hc,f_pid,hc_dot,y_hat
37,40,38.4356154972051,0.0677498550000054,-1.5643855027948987,38.302353
55,40,41.5797319010942,3.42335675680119,3.1441164038891003,41.659184
73,40,40.0236886060415,0.0,-1.556043295052696,39.93301
91,40,38.1958879677859,0.0169139429239669,-1.827800638255603,38.457497
109,40,36.7522177227504,3.9375061882212,-1.4436702450354986,36.538357
127,40,35.1773102237585,7.03723466878252,-1.5749074989919052,34.967907
145,40,33.1805904013771,10.4209123477414,-1.9967198223813938,33.285378
163,40,31.2177560937256,14.7120450386925,-1.9628343076515016,31.183811
181,40,29.0051141750264,18.9338753445832,-2.2126419186992017,29.039362
199,40,26.6705817609411,23.6948676249214,-2.3345324140852988,26.746857
217,40,24.8845148020742,28.7210627907447,-1.7860669588669005,24.756277
235,40,23.460154006928,32.5747537861275,-1.4243607951461996,23.533453
253,40,22.727433832524,35.6556103005443,-0.7327201744040011,22.892029
271,40,22.7405615215344,37.255310265784,0.013127689010399735,22.902504
289,40,23.4609042843879,37.2564076454311,0.7203427628535017,23.321049
307,40,24.2576845280203,35.7405064560053,0.7967802436323979,24.11812
325,40,24.9856448691455,34.0594267537369,0.7279603411252005,24.862953
343,40,25.146043343719,32.5246161559697,0.1603984745735012,25.33175
361,40,25.3592321509539,32.2059927427301,0.21318880723489997,25.30279
379,40,25.2646104667617,31.7738623829958,-0.09462168419220163,25.215425
397,40,24.9753300551202,32.0016244281706,-0.2892804116414993,25.140924
415,25,25.0265513185556,32.6470897139331,0.051221263435401454,24.838524
433,25,24.6145873223835,0.387668889816924,-0.41196399617210133,24.83588
451,25,24.822541717322,1.2712866889827,0.20795439493850054,24.724983
469,25,21.8028895657764,0.825877323832991,-3.0196521515456,21.973951
487,25,18.7375517844878,7.30333176773734,-3.0653377812886013,18.622883
505,25,15.0440894834491,13.8838965742549,-3.693462301038698,14.828197
523,25,9.87244656086135,21.8169805447704,-5.1716429225877505,10.11714
541,25,1.852904021505,32.9270179349541,-8.019542539356351,1.6291285
559,25,3.41507162895268,50.1545597318886,1.5621676074476798,3.5575612
577,25,10.0602318198073,46.8429167650817,6.64516019085462,10.082922
595,25,17.0041496790009,32.6256087073735,6.943917859193601,17.2919
613,25,20.7918404654727,17.7562098787467,3.7876907864717992,20.587069
631,25,20.8918246390394,9.64515651303845,0.09998417356669975,20.98855
649,25,18.062670525807,9.43781824135753,-2.8291541132323985,18.0482
667,25,14.3216930200993,15.5133122416673,-3.7409775057077006,14.03584
685,25,8.98067012537112,23.5494594400738,-5.34102289472818,8.9131
703,25,1.56399463097783,35.0240404656283,-7.4166754943932895,1.4453512
721,25,4.69972204497646,50.9599429420436,3.13572741399863,4.740829
739,25,10.9743955800636,44.2735035449105,6.27467353508714,11.168163
757,25,17.9402453231837,30.8487134229489,6.965849743120099,17.832031
775,25,20.697932060028,15.9307222927228,2.757686736844299,20.699234
793,25,20.6348490467639,10.0274420546633,-0.06308301326409804,20.639027
811,14,17.6198286972537,10.1700419607916,-3.015020349510202,17.504105
829,14,13.2459772145928,0.0,-4.373851482660898,13.491819
847,14,7.78586723824463,2.42543446763566,-5.46010997634817,9.563085
865,14,0.0337172902599083,14.1386475306965,-7.752149947984722,0.0
883,14,0.0,30.7775346671955,-0.0337172902599083,0.0
901,14,0.0,30.8735143444568,0.0,0.0
919,14,8.52520267689376,30.8972275444568,8.52520267689376,8.825672
937,14,11.1539026155908,12.6343810025197,2.6286999386970393,10.906067
955,14,12.6526084679662,7.00509284572044,1.4987058523753998,12.825582
973,14,6.54158640908856,3.79518951212482,-6.11102205887764,6.6228604
991,14,0.093882396511305,16.9056140401944,-6.447704012577255,0.0
1009,14,0.0,30.7485722081129,-0.093882396511305,0.0
1027,14,0.48552758876339,30.9735041306264,0.48552758876339,0.3166625
1045,14,8.63822078634179,29.955760652729,8.152693197578401,8.823409
1063,14,11.0774827101404,12.4911245572935,2.4392619237986093,11.024756
1081,14,12.3236617405199,7.26798951237743,1.2461790303794995,12.437907
1099,14,5.90605036011899,4.59988565199904,-6.417611380400909,6.1103773
1117,14,0.0,18.3685014447029,-5.90605036011899,0.0
1135,14,0.0601129282026139,31.0506889990582,0.0601129282026139,0.0
1153,14,1.18293644342508,30.9454599680636,1.1228235152224662,1.1772095
1171,14,8.88701998180704,28.5606149086336,7.70408353838196,9.069196
1189,14,11.1196348224306,12.0570652610564,2.23261484062356,10.994654
1207,23,11.8881696495914,7.2767667934736,0.768534827160801,11.938586
1225,23,5.28448421129156,24.9381383517516,-6.6036854382998404,5.326678
1243,23,0.0,39.1218648351522,-5.28448421129156,0.0
1261,23,5.66781679068003,50.4870900090155,5.66781679068003,5.5661554
1279,23,12.7999784269576,38.3685803930069,7.132161636277569,12.698974
1297,23,18.5665511201021,23.0994509351114,5.766572693144502,18.762669
1315,23,20.2565315785957,10.7474293048569,1.6899804584935971,20.074152
1333,23,18.6418370771472,7.1299305971008,-1.614694501448497,18.596212
1351,23,14.6945447453278,10.5980971895202,-3.9472923318194013,14.571955
1369,23,9.69289505486476,19.0724210976313,-5.00164969046304,9.612145
1387,23,0.881920416385849,29.815027463785,-8.81097463847891,1.0423282
1405,23,1.46950136732045,48.7371076376784,0.587580950934601,1.7603439
1423,23,8.41077110011826,47.5142101011224,6.941269732797811,8.318938
1441,23,16.2641671161412,32.6616548828551,7.853396016022938,16.318233
1459,23,20.1206425058029,15.8408316643964,3.8564753896617,20.140028
1477,23,20.5403911474334,7.58010110731086,0.41974864163050185,20.370497
1495,23,17.3098749592927,6.6846173267372,-3.230516188140701,17.333216
1513,23,13.1440376951521,13.6182406357734,-4.165837264140599,13.0889635
1531,23,7.24475106080288,22.563599501149,-5.89928663434922,7.2739224
1549,23,0.0,35.2342633607799,-7.24475106080288,0.0
1567,23,4.18905026250018,50.8009406268553,4.18905026250018,4.007693
1585,23,10.9045397644771,41.8543852137924,6.71548950197692,10.996471
1603,43,17.8724060813487,27.4815222187173,6.9678663168716,17.787497
1621,43,20.200717655174,55.4559362595747,2.3283115738252995,20.217438
1639,43,19.5052419640549,50.5042690522987,-0.6954756911190998,19.490927
1657,43,23.7117308215856,52.0346818341849,4.206488857530701,23.680685
1675,43,26.2643203626789,43.051558655943,2.552589541093301,26.12728
1693,43,28.4084583230074,37.6089245606322,2.1441379603285,28.596077
1711,43,29.5209574117059,33.0380955298972,1.112499088698499,29.2896
1729,43,29.6300874795054,30.6765001379314,0.10913006779949797,29.75306
1747,43,29.5839811257866,30.4652469448374,-0.04610635371879823,29.410069
1765,43,29.2423063706982,30.5867910313915,-0.34167475508840184,29.014008
1783,43,28.7857956778801,31.3424074338254,-0.45651069281809953,28.739761
1801,43,28.271974459711,32.3449256513895,-0.5138212181690989,28.351803
1819,43,27.794265468697,33.471148183643,-0.4777089910140013,27.982372
1837,43,27.666338257073,34.5207802990283,-0.127927211623998,27.66065
1855,43,27.71612147784,34.8209396411108,0.04978322076700081,27.628841
1873,43,27.6880897259312,34.7401267888257,-0.02803175190880225,27.77916
1891,43,27.7971498240477,34.8261427301109,0.10906009811650108,27.81329
1909,43,27.886895861518,34.6181441332734,0.08974603747029875,27.873274
1927,43,28.0076028147747,34.4513894705275,0.12070695325670044,27.980745
1945,43,28.0195337045298,34.2180716315816,0.011930889755099372,28.05788
1963,43,28.0525890192658,34.2178739954093,0.033055314735999985,28.07076
1981,43,28.2553643375547,34.1723442591119,0.20277531828890005,28.064642
1999,43,28.2808650638467,33.7627091261013,0.02550072629200173,28.212294
2017,45,28.0950112389268,33.73298453209,-0.18585382491989932,28.263079
2035,45,28.2091297643799,38.4465722572981,0.11411852545309742,28.075148
2053,45,28.2026582347345,38.2304216901647,-0.006471529645398988,28.08526
2071,45,28.4976031272853,38.2727434972592,0.2949448925507987,28.682327
2089,45,28.9368603047771,37.6685380402198,0.4392571774918004,28.88761
2107,45,29.2420012616013,36.7542831543228,0.30514095682420006,29.302544
2125,45,29.8204649893822,36.1269635479506,0.5784637277808997,29.55882
2143,45,29.7857087595754,34.9128497501237,-0.034756229806799155,29.943462
2161,45,30.1922792768708,35.0131129594603,0.4065705172953997,29.962095
